"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week"
"36138",40350,"UIC-Halsted","08/12/2018","U",1177,2018-08-12,8,"Aug",2018,12,"Sunday"
"36139",40350,"UIC-Halsted","08/13/2018","W",3103,2018-08-13,8,"Aug",2018,13,"Monday"
"36140",40350,"UIC-Halsted","08/14/2018","W",3163,2018-08-14,8,"Aug",2018,14,"Tuesday"
"36141",40350,"UIC-Halsted","08/15/2018","W",3174,2018-08-15,8,"Aug",2018,15,"Wednesday"
"36142",40350,"UIC-Halsted","08/16/2018","W",3376,2018-08-16,8,"Aug",2018,16,"Thursday"
"36143",40350,"UIC-Halsted","08/17/2018","W",3097,2018-08-17,8,"Aug",2018,17,"Friday"
"36144",40350,"UIC-Halsted","08/18/2018","A",1558,2018-08-18,8,"Aug",2018,18,"Saturday"
"36145",40350,"UIC-Halsted","08/19/2018","U",1241,2018-08-19,8,"Aug",2018,19,"Sunday"
"36146",40350,"UIC-Halsted","08/20/2018","W",3186,2018-08-20,8,"Aug",2018,20,"Monday"
"36147",40350,"UIC-Halsted","08/21/2018","W",3201,2018-08-21,8,"Aug",2018,21,"Tuesday"
"36148",40350,"UIC-Halsted","08/22/2018","W",3936,2018-08-22,8,"Aug",2018,22,"Wednesday"
"36149",40350,"UIC-Halsted","08/23/2018","W",4283,2018-08-23,8,"Aug",2018,23,"Thursday"
"36150",40350,"UIC-Halsted","08/24/2018","W",4288,2018-08-24,8,"Aug",2018,24,"Friday"
"36151",40350,"UIC-Halsted","08/25/2018","A",3151,2018-08-25,8,"Aug",2018,25,"Saturday"
"36152",40350,"UIC-Halsted","08/26/2018","U",2622,2018-08-26,8,"Aug",2018,26,"Sunday"
"36153",40350,"UIC-Halsted","08/27/2018","W",8924,2018-08-27,8,"Aug",2018,27,"Monday"
"36154",40350,"UIC-Halsted","08/28/2018","W",8836,2018-08-28,8,"Aug",2018,28,"Tuesday"
"36155",40350,"UIC-Halsted","08/29/2018","W",9164,2018-08-29,8,"Aug",2018,29,"Wednesday"
"36156",40350,"UIC-Halsted","08/30/2018","W",9159,2018-08-30,8,"Aug",2018,30,"Thursday"
"36157",40350,"UIC-Halsted","08/31/2018","W",8408,2018-08-31,8,"Aug",2018,31,"Friday"
"40558",40350,"UIC-Halsted","09/01/2018","A",1945,2018-09-01,9,"Sep",2018,1,"Saturday"
"40559",40350,"UIC-Halsted","09/02/2018","U",1736,2018-09-02,9,"Sep",2018,2,"Sunday"
"40560",40350,"UIC-Halsted","09/03/2018","U",1377,2018-09-03,9,"Sep",2018,3,"Monday"
"40561",40350,"UIC-Halsted","09/04/2018","W",8778,2018-09-04,9,"Sep",2018,4,"Tuesday"
"40562",40350,"UIC-Halsted","09/05/2018","W",9225,2018-09-05,9,"Sep",2018,5,"Wednesday"
"40563",40350,"UIC-Halsted","09/06/2018","W",8984,2018-09-06,9,"Sep",2018,6,"Thursday"
"40564",40350,"UIC-Halsted","09/07/2018","W",8585,2018-09-07,9,"Sep",2018,7,"Friday"
"40565",40350,"UIC-Halsted","09/08/2018","A",2515,2018-09-08,9,"Sep",2018,8,"Saturday"
"40566",40350,"UIC-Halsted","09/09/2018","U",1678,2018-09-09,9,"Sep",2018,9,"Sunday"
"40567",40350,"UIC-Halsted","09/10/2018","W",9097,2018-09-10,9,"Sep",2018,10,"Monday"
"40568",40350,"UIC-Halsted","09/11/2018","W",9029,2018-09-11,9,"Sep",2018,11,"Tuesday"
"40569",40350,"UIC-Halsted","09/12/2018","W",9375,2018-09-12,9,"Sep",2018,12,"Wednesday"
"40570",40350,"UIC-Halsted","09/13/2018","W",9208,2018-09-13,9,"Sep",2018,13,"Thursday"
"40571",40350,"UIC-Halsted","09/14/2018","W",8983,2018-09-14,9,"Sep",2018,14,"Friday"
"40572",40350,"UIC-Halsted","09/15/2018","A",2497,2018-09-15,9,"Sep",2018,15,"Saturday"
"40573",40350,"UIC-Halsted","09/16/2018","U",1647,2018-09-16,9,"Sep",2018,16,"Sunday"
"40574",40350,"UIC-Halsted","09/17/2018","W",9157,2018-09-17,9,"Sep",2018,17,"Monday"
"40575",40350,"UIC-Halsted","09/18/2018","W",8905,2018-09-18,9,"Sep",2018,18,"Tuesday"
"40576",40350,"UIC-Halsted","09/19/2018","W",9104,2018-09-19,9,"Sep",2018,19,"Wednesday"
"40577",40350,"UIC-Halsted","09/20/2018","W",9067,2018-09-20,9,"Sep",2018,20,"Thursday"
"40578",40350,"UIC-Halsted","09/21/2018","W",8569,2018-09-21,9,"Sep",2018,21,"Friday"
"40579",40350,"UIC-Halsted","09/22/2018","A",2868,2018-09-22,9,"Sep",2018,22,"Saturday"
"40580",40350,"UIC-Halsted","09/23/2018","U",1772,2018-09-23,9,"Sep",2018,23,"Sunday"
"40581",40350,"UIC-Halsted","09/24/2018","W",9155,2018-09-24,9,"Sep",2018,24,"Monday"
"40582",40350,"UIC-Halsted","09/25/2018","W",9078,2018-09-25,9,"Sep",2018,25,"Tuesday"
"40583",40350,"UIC-Halsted","09/26/2018","W",9270,2018-09-26,9,"Sep",2018,26,"Wednesday"
"40584",40350,"UIC-Halsted","09/27/2018","W",9074,2018-09-27,9,"Sep",2018,27,"Thursday"
"40585",40350,"UIC-Halsted","09/28/2018","W",8655,2018-09-28,9,"Sep",2018,28,"Friday"
"40586",40350,"UIC-Halsted","09/29/2018","A",2760,2018-09-29,9,"Sep",2018,29,"Saturday"
"40587",40350,"UIC-Halsted","09/30/2018","U",1826,2018-09-30,9,"Sep",2018,30,"Sunday"
"44925",40350,"UIC-Halsted","10/01/2018","W",9026,2018-10-01,10,"Oct",2018,1,"Monday"
"44926",40350,"UIC-Halsted","10/02/2018","W",8966,2018-10-02,10,"Oct",2018,2,"Tuesday"
"44927",40350,"UIC-Halsted","10/03/2018","W",9378,2018-10-03,10,"Oct",2018,3,"Wednesday"
"44928",40350,"UIC-Halsted","10/04/2018","W",9041,2018-10-04,10,"Oct",2018,4,"Thursday"
"44929",40350,"UIC-Halsted","10/05/2018","W",8276,2018-10-05,10,"Oct",2018,5,"Friday"
"44930",40350,"UIC-Halsted","10/06/2018","A",2495,2018-10-06,10,"Oct",2018,6,"Saturday"
"44931",40350,"UIC-Halsted","10/07/2018","U",7061,2018-10-07,10,"Oct",2018,7,"Sunday"
"44932",40350,"UIC-Halsted","10/08/2018","W",8455,2018-10-08,10,"Oct",2018,8,"Monday"
"44933",40350,"UIC-Halsted","10/09/2018","W",9086,2018-10-09,10,"Oct",2018,9,"Tuesday"
"44934",40350,"UIC-Halsted","10/10/2018","W",9080,2018-10-10,10,"Oct",2018,10,"Wednesday"
"44935",40350,"UIC-Halsted","10/11/2018","W",8911,2018-10-11,10,"Oct",2018,11,"Thursday"
"44936",40350,"UIC-Halsted","10/12/2018","W",8549,2018-10-12,10,"Oct",2018,12,"Friday"
"44937",40350,"UIC-Halsted","10/13/2018","A",2545,2018-10-13,10,"Oct",2018,13,"Saturday"
"44938",40350,"UIC-Halsted","10/14/2018","U",1890,2018-10-14,10,"Oct",2018,14,"Sunday"
"44939",40350,"UIC-Halsted","10/15/2018","W",8856,2018-10-15,10,"Oct",2018,15,"Monday"
"44940",40350,"UIC-Halsted","10/16/2018","W",8949,2018-10-16,10,"Oct",2018,16,"Tuesday"
"44941",40350,"UIC-Halsted","10/17/2018","W",9195,2018-10-17,10,"Oct",2018,17,"Wednesday"
"44942",40350,"UIC-Halsted","10/18/2018","W",9206,2018-10-18,10,"Oct",2018,18,"Thursday"
"44943",40350,"UIC-Halsted","10/19/2018","W",8567,2018-10-19,10,"Oct",2018,19,"Friday"
"44944",40350,"UIC-Halsted","10/20/2018","A",2642,2018-10-20,10,"Oct",2018,20,"Saturday"
"44945",40350,"UIC-Halsted","10/21/2018","U",1729,2018-10-21,10,"Oct",2018,21,"Sunday"
"44946",40350,"UIC-Halsted","10/22/2018","W",8787,2018-10-22,10,"Oct",2018,22,"Monday"
"44947",40350,"UIC-Halsted","10/23/2018","W",8800,2018-10-23,10,"Oct",2018,23,"Tuesday"
"44948",40350,"UIC-Halsted","10/24/2018","W",9000,2018-10-24,10,"Oct",2018,24,"Wednesday"
"44949",40350,"UIC-Halsted","10/25/2018","W",8856,2018-10-25,10,"Oct",2018,25,"Thursday"
"44950",40350,"UIC-Halsted","10/26/2018","W",8505,2018-10-26,10,"Oct",2018,26,"Friday"
"44951",40350,"UIC-Halsted","10/27/2018","A",2542,2018-10-27,10,"Oct",2018,27,"Saturday"
"44952",40350,"UIC-Halsted","10/28/2018","U",1578,2018-10-28,10,"Oct",2018,28,"Sunday"
"44953",40350,"UIC-Halsted","10/29/2018","W",8722,2018-10-29,10,"Oct",2018,29,"Monday"
"44954",40350,"UIC-Halsted","10/30/2018","W",8703,2018-10-30,10,"Oct",2018,30,"Tuesday"
"44955",40350,"UIC-Halsted","10/31/2018","W",8982,2018-10-31,10,"Oct",2018,31,"Wednesday"
"49269",40350,"UIC-Halsted","11/01/2018","W",8727,2018-11-01,11,"Nov",2018,1,"Thursday"
"49270",40350,"UIC-Halsted","11/02/2018","W",8611,2018-11-02,11,"Nov",2018,2,"Friday"
"49271",40350,"UIC-Halsted","11/03/2018","A",2494,2018-11-03,11,"Nov",2018,3,"Saturday"
"49272",40350,"UIC-Halsted","11/04/2018","U",1959,2018-11-04,11,"Nov",2018,4,"Sunday"
"49273",40350,"UIC-Halsted","11/05/2018","W",8815,2018-11-05,11,"Nov",2018,5,"Monday"
"49274",40350,"UIC-Halsted","11/06/2018","W",8648,2018-11-06,11,"Nov",2018,6,"Tuesday"
"49275",40350,"UIC-Halsted","11/07/2018","W",8913,2018-11-07,11,"Nov",2018,7,"Wednesday"
"49276",40350,"UIC-Halsted","11/08/2018","W",8609,2018-11-08,11,"Nov",2018,8,"Thursday"
"49277",40350,"UIC-Halsted","11/09/2018","W",8131,2018-11-09,11,"Nov",2018,9,"Friday"
"49278",40350,"UIC-Halsted","11/10/2018","A",2300,2018-11-10,11,"Nov",2018,10,"Saturday"
"49279",40350,"UIC-Halsted","11/11/2018","U",1581,2018-11-11,11,"Nov",2018,11,"Sunday"
"49280",40350,"UIC-Halsted","11/12/2018","W",8047,2018-11-12,11,"Nov",2018,12,"Monday"
"49281",40350,"UIC-Halsted","11/13/2018","W",8482,2018-11-13,11,"Nov",2018,13,"Tuesday"
"49282",40350,"UIC-Halsted","11/14/2018","W",8784,2018-11-14,11,"Nov",2018,14,"Wednesday"
"49283",40350,"UIC-Halsted","11/15/2018","W",8483,2018-11-15,11,"Nov",2018,15,"Thursday"
"49284",40350,"UIC-Halsted","11/16/2018","W",8464,2018-11-16,11,"Nov",2018,16,"Friday"
"49285",40350,"UIC-Halsted","11/17/2018","A",2759,2018-11-17,11,"Nov",2018,17,"Saturday"
"49286",40350,"UIC-Halsted","11/18/2018","U",1789,2018-11-18,11,"Nov",2018,18,"Sunday"
"49287",40350,"UIC-Halsted","11/19/2018","W",8342,2018-11-19,11,"Nov",2018,19,"Monday"
"49288",40350,"UIC-Halsted","11/20/2018","W",8037,2018-11-20,11,"Nov",2018,20,"Tuesday"
"49289",40350,"UIC-Halsted","11/21/2018","W",6752,2018-11-21,11,"Nov",2018,21,"Wednesday"
"49290",40350,"UIC-Halsted","11/22/2018","U",1170,2018-11-22,11,"Nov",2018,22,"Thursday"
"49291",40350,"UIC-Halsted","11/23/2018","W",1520,2018-11-23,11,"Nov",2018,23,"Friday"
"49292",40350,"UIC-Halsted","11/24/2018","A",1433,2018-11-24,11,"Nov",2018,24,"Saturday"
"49293",40350,"UIC-Halsted","11/25/2018","U",1219,2018-11-25,11,"Nov",2018,25,"Sunday"
"49294",40350,"UIC-Halsted","11/26/2018","W",6709,2018-11-26,11,"Nov",2018,26,"Monday"
"49295",40350,"UIC-Halsted","11/27/2018","W",8184,2018-11-27,11,"Nov",2018,27,"Tuesday"
"49296",40350,"UIC-Halsted","11/28/2018","W",8641,2018-11-28,11,"Nov",2018,28,"Wednesday"
"49297",40350,"UIC-Halsted","11/29/2018","W",8591,2018-11-29,11,"Nov",2018,29,"Thursday"
"49298",40350,"UIC-Halsted","11/30/2018","W",8192,2018-11-30,11,"Nov",2018,30,"Friday"
"53646",40350,"UIC-Halsted","12/01/2018","A",2154,2018-12-01,12,"Dec",2018,1,"Saturday"
"53647",40350,"UIC-Halsted","12/02/2018","U",1472,2018-12-02,12,"Dec",2018,2,"Sunday"
"53648",40350,"UIC-Halsted","12/03/2018","W",8319,2018-12-03,12,"Dec",2018,3,"Monday"
"53649",40350,"UIC-Halsted","12/04/2018","W",8128,2018-12-04,12,"Dec",2018,4,"Tuesday"
"53650",40350,"UIC-Halsted","12/05/2018","W",8326,2018-12-05,12,"Dec",2018,5,"Wednesday"
"53651",40350,"UIC-Halsted","12/06/2018","W",7993,2018-12-06,12,"Dec",2018,6,"Thursday"
"53652",40350,"UIC-Halsted","12/07/2018","W",7729,2018-12-07,12,"Dec",2018,7,"Friday"
"53653",40350,"UIC-Halsted","12/08/2018","A",2153,2018-12-08,12,"Dec",2018,8,"Saturday"
"53654",40350,"UIC-Halsted","12/09/2018","U",1491,2018-12-09,12,"Dec",2018,9,"Sunday"
"53655",40350,"UIC-Halsted","12/10/2018","W",6098,2018-12-10,12,"Dec",2018,10,"Monday"
"53656",40350,"UIC-Halsted","12/11/2018","W",6143,2018-12-11,12,"Dec",2018,11,"Tuesday"
"53657",40350,"UIC-Halsted","12/12/2018","W",5932,2018-12-12,12,"Dec",2018,12,"Wednesday"
"53658",40350,"UIC-Halsted","12/13/2018","W",5912,2018-12-13,12,"Dec",2018,13,"Thursday"
"53659",40350,"UIC-Halsted","12/14/2018","W",5449,2018-12-14,12,"Dec",2018,14,"Friday"
"53660",40350,"UIC-Halsted","12/15/2018","A",2008,2018-12-15,12,"Dec",2018,15,"Saturday"
"53661",40350,"UIC-Halsted","12/16/2018","U",1426,2018-12-16,12,"Dec",2018,16,"Sunday"
"53662",40350,"UIC-Halsted","12/17/2018","W",3409,2018-12-17,12,"Dec",2018,17,"Monday"
"53663",40350,"UIC-Halsted","12/18/2018","W",3473,2018-12-18,12,"Dec",2018,18,"Tuesday"
"53664",40350,"UIC-Halsted","12/19/2018","W",3292,2018-12-19,12,"Dec",2018,19,"Wednesday"
"53665",40350,"UIC-Halsted","12/20/2018","W",3009,2018-12-20,12,"Dec",2018,20,"Thursday"
"53666",40350,"UIC-Halsted","12/21/2018","W",2701,2018-12-21,12,"Dec",2018,21,"Friday"
"53667",40350,"UIC-Halsted","12/22/2018","A",1192,2018-12-22,12,"Dec",2018,22,"Saturday"
"53668",40350,"UIC-Halsted","12/23/2018","U",961,2018-12-23,12,"Dec",2018,23,"Sunday"
"53669",40350,"UIC-Halsted","12/24/2018","W",907,2018-12-24,12,"Dec",2018,24,"Monday"
"53670",40350,"UIC-Halsted","12/25/2018","U",413,2018-12-25,12,"Dec",2018,25,"Tuesday"
"53671",40350,"UIC-Halsted","12/26/2018","W",1410,2018-12-26,12,"Dec",2018,26,"Wednesday"
"53672",40350,"UIC-Halsted","12/27/2018","W",1595,2018-12-27,12,"Dec",2018,27,"Thursday"
"53673",40350,"UIC-Halsted","12/28/2018","W",1664,2018-12-28,12,"Dec",2018,28,"Friday"
"53674",40350,"UIC-Halsted","12/29/2018","A",988,2018-12-29,12,"Dec",2018,29,"Saturday"
"53675",40350,"UIC-Halsted","12/30/2018","U",878,2018-12-30,12,"Dec",2018,30,"Sunday"
"53676",40350,"UIC-Halsted","12/31/2018","W",1266,2018-12-31,12,"Dec",2018,31,"Monday"
"58123",40350,"UIC-Halsted","01/01/2019","U",981,2019-01-01,1,"Jan",2019,1,"Tuesday"
"58124",40350,"UIC-Halsted","01/02/2019","W",2376,2019-01-02,1,"Jan",2019,2,"Wednesday"
"58125",40350,"UIC-Halsted","01/03/2019","W",2495,2019-01-03,1,"Jan",2019,3,"Thursday"
"58126",40350,"UIC-Halsted","01/04/2019","W",2496,2019-01-04,1,"Jan",2019,4,"Friday"
"58127",40350,"UIC-Halsted","01/05/2019","A",1209,2019-01-05,1,"Jan",2019,5,"Saturday"
"58128",40350,"UIC-Halsted","01/06/2019","U",925,2019-01-06,1,"Jan",2019,6,"Sunday"
"58129",40350,"UIC-Halsted","01/07/2019","W",3029,2019-01-07,1,"Jan",2019,7,"Monday"
"58130",40350,"UIC-Halsted","01/08/2019","W",3057,2019-01-08,1,"Jan",2019,8,"Tuesday"
"58131",40350,"UIC-Halsted","01/09/2019","W",3180,2019-01-09,1,"Jan",2019,9,"Wednesday"
"58132",40350,"UIC-Halsted","01/10/2019","W",3282,2019-01-10,1,"Jan",2019,10,"Thursday"
"58133",40350,"UIC-Halsted","01/11/2019","W",3270,2019-01-11,1,"Jan",2019,11,"Friday"
"58134",40350,"UIC-Halsted","01/12/2019","A",1361,2019-01-12,1,"Jan",2019,12,"Saturday"
"58135",40350,"UIC-Halsted","01/13/2019","U",1270,2019-01-13,1,"Jan",2019,13,"Sunday"
"58136",40350,"UIC-Halsted","01/14/2019","W",8054,2019-01-14,1,"Jan",2019,14,"Monday"
"58137",40350,"UIC-Halsted","01/15/2019","W",7774,2019-01-15,1,"Jan",2019,15,"Tuesday"
"58138",40350,"UIC-Halsted","01/16/2019","W",8081,2019-01-16,1,"Jan",2019,16,"Wednesday"
"58139",40350,"UIC-Halsted","01/17/2019","W",7757,2019-01-17,1,"Jan",2019,17,"Thursday"
"58140",40350,"UIC-Halsted","01/18/2019","W",7392,2019-01-18,1,"Jan",2019,18,"Friday"
"58141",40350,"UIC-Halsted","01/19/2019","A",1489,2019-01-19,1,"Jan",2019,19,"Saturday"
"58142",40350,"UIC-Halsted","01/20/2019","U",1192,2019-01-20,1,"Jan",2019,20,"Sunday"
"58143",40350,"UIC-Halsted","01/21/2019","W",1991,2019-01-21,1,"Jan",2019,21,"Monday"
"58144",40350,"UIC-Halsted","01/22/2019","W",7642,2019-01-22,1,"Jan",2019,22,"Tuesday"
"58145",40350,"UIC-Halsted","01/23/2019","W",8070,2019-01-23,1,"Jan",2019,23,"Wednesday"
"58146",40350,"UIC-Halsted","01/24/2019","W",7657,2019-01-24,1,"Jan",2019,24,"Thursday"
"58147",40350,"UIC-Halsted","01/25/2019","W",6371,2019-01-25,1,"Jan",2019,25,"Friday"
"58148",40350,"UIC-Halsted","01/26/2019","A",1633,2019-01-26,1,"Jan",2019,26,"Saturday"
"58149",40350,"UIC-Halsted","01/27/2019","U",1142,2019-01-27,1,"Jan",2019,27,"Sunday"
"58150",40350,"UIC-Halsted","01/28/2019","W",7244,2019-01-28,1,"Jan",2019,28,"Monday"
"58151",40350,"UIC-Halsted","01/29/2019","W",6160,2019-01-29,1,"Jan",2019,29,"Tuesday"
"58152",40350,"UIC-Halsted","01/30/2019","W",395,2019-01-30,1,"Jan",2019,30,"Wednesday"
"58153",40350,"UIC-Halsted","01/31/2019","W",1025,2019-01-31,1,"Jan",2019,31,"Thursday"
"62474",40350,"UIC-Halsted","02/01/2019","W",6994,2019-02-01,2,"Feb",2019,1,"Friday"
"62475",40350,"UIC-Halsted","02/02/2019","A",1977,2019-02-02,2,"Feb",2019,2,"Saturday"
"62476",40350,"UIC-Halsted","02/03/2019","U",1443,2019-02-03,2,"Feb",2019,3,"Sunday"
"62477",40350,"UIC-Halsted","02/04/2019","W",7998,2019-02-04,2,"Feb",2019,4,"Monday"
"62478",40350,"UIC-Halsted","02/05/2019","W",7864,2019-02-05,2,"Feb",2019,5,"Tuesday"
"62479",40350,"UIC-Halsted","02/06/2019","W",7972,2019-02-06,2,"Feb",2019,6,"Wednesday"
"62480",40350,"UIC-Halsted","02/07/2019","W",7851,2019-02-07,2,"Feb",2019,7,"Thursday"
"62481",40350,"UIC-Halsted","02/08/2019","W",6990,2019-02-08,2,"Feb",2019,8,"Friday"
"62482",40350,"UIC-Halsted","02/09/2019","A",1788,2019-02-09,2,"Feb",2019,9,"Saturday"
"62483",40350,"UIC-Halsted","02/10/2019","U",1254,2019-02-10,2,"Feb",2019,10,"Sunday"
"62484",40350,"UIC-Halsted","02/11/2019","W",7779,2019-02-11,2,"Feb",2019,11,"Monday"
"62485",40350,"UIC-Halsted","02/12/2019","W",7610,2019-02-12,2,"Feb",2019,12,"Tuesday"
"62486",40350,"UIC-Halsted","02/13/2019","W",8031,2019-02-13,2,"Feb",2019,13,"Wednesday"
"62487",40350,"UIC-Halsted","02/14/2019","W",7890,2019-02-14,2,"Feb",2019,14,"Thursday"
"62488",40350,"UIC-Halsted","02/15/2019","W",7138,2019-02-15,2,"Feb",2019,15,"Friday"
"62489",40350,"UIC-Halsted","02/16/2019","A",1940,2019-02-16,2,"Feb",2019,16,"Saturday"
"62490",40350,"UIC-Halsted","02/17/2019","U",1248,2019-02-17,2,"Feb",2019,17,"Sunday"
"62491",40350,"UIC-Halsted","02/18/2019","W",6864,2019-02-18,2,"Feb",2019,18,"Monday"
"62492",40350,"UIC-Halsted","02/19/2019","W",7664,2019-02-19,2,"Feb",2019,19,"Tuesday"
"62493",40350,"UIC-Halsted","02/20/2019","W",7889,2019-02-20,2,"Feb",2019,20,"Wednesday"
"62494",40350,"UIC-Halsted","02/21/2019","W",7641,2019-02-21,2,"Feb",2019,21,"Thursday"
"62495",40350,"UIC-Halsted","02/22/2019","W",7234,2019-02-22,2,"Feb",2019,22,"Friday"
"62496",40350,"UIC-Halsted","02/23/2019","A",1815,2019-02-23,2,"Feb",2019,23,"Saturday"
"62497",40350,"UIC-Halsted","02/24/2019","U",1228,2019-02-24,2,"Feb",2019,24,"Sunday"
"62498",40350,"UIC-Halsted","02/25/2019","W",7406,2019-02-25,2,"Feb",2019,25,"Monday"
"62499",40350,"UIC-Halsted","02/26/2019","W",7239,2019-02-26,2,"Feb",2019,26,"Tuesday"
"62500",40350,"UIC-Halsted","02/27/2019","W",7632,2019-02-27,2,"Feb",2019,27,"Wednesday"
"62501",40350,"UIC-Halsted","02/28/2019","W",7426,2019-02-28,2,"Feb",2019,28,"Thursday"
"66574",40350,"UIC-Halsted","03/01/2019","W",7127,2019-03-01,3,"Mar",2019,1,"Friday"
"66575",40350,"UIC-Halsted","03/02/2019","A",1831,2019-03-02,3,"Mar",2019,2,"Saturday"
"66576",40350,"UIC-Halsted","03/03/2019","U",1260,2019-03-03,3,"Mar",2019,3,"Sunday"
"66577",40350,"UIC-Halsted","03/04/2019","W",6993,2019-03-04,3,"Mar",2019,4,"Monday"
"66578",40350,"UIC-Halsted","03/05/2019","W",7212,2019-03-05,3,"Mar",2019,5,"Tuesday"
"66579",40350,"UIC-Halsted","03/06/2019","W",7543,2019-03-06,3,"Mar",2019,6,"Wednesday"
"66580",40350,"UIC-Halsted","03/07/2019","W",7416,2019-03-07,3,"Mar",2019,7,"Thursday"
"66581",40350,"UIC-Halsted","03/08/2019","W",7018,2019-03-08,3,"Mar",2019,8,"Friday"
"66582",40350,"UIC-Halsted","03/09/2019","A",1754,2019-03-09,3,"Mar",2019,9,"Saturday"
"66583",40350,"UIC-Halsted","03/10/2019","U",1296,2019-03-10,3,"Mar",2019,10,"Sunday"
"66584",40350,"UIC-Halsted","03/11/2019","W",7410,2019-03-11,3,"Mar",2019,11,"Monday"
"66585",40350,"UIC-Halsted","03/12/2019","W",7638,2019-03-12,3,"Mar",2019,12,"Tuesday"
"66586",40350,"UIC-Halsted","03/13/2019","W",7880,2019-03-13,3,"Mar",2019,13,"Wednesday"
"66587",40350,"UIC-Halsted","03/14/2019","W",7485,2019-03-14,3,"Mar",2019,14,"Thursday"
"66588",40350,"UIC-Halsted","03/15/2019","W",7301,2019-03-15,3,"Mar",2019,15,"Friday"
"66589",40350,"UIC-Halsted","03/16/2019","A",3527,2019-03-16,3,"Mar",2019,16,"Saturday"
"66590",40350,"UIC-Halsted","03/17/2019","U",1573,2019-03-17,3,"Mar",2019,17,"Sunday"
"66591",40350,"UIC-Halsted","03/18/2019","W",7530,2019-03-18,3,"Mar",2019,18,"Monday"
"66592",40350,"UIC-Halsted","03/19/2019","W",6897,2019-03-19,3,"Mar",2019,19,"Tuesday"
"66593",40350,"UIC-Halsted","03/20/2019","W",7190,2019-03-20,3,"Mar",2019,20,"Wednesday"
"66594",40350,"UIC-Halsted","03/21/2019","W",6617,2019-03-21,3,"Mar",2019,21,"Thursday"
"66595",40350,"UIC-Halsted","03/22/2019","W",6175,2019-03-22,3,"Mar",2019,22,"Friday"
"66596",40350,"UIC-Halsted","03/23/2019","A",1984,2019-03-23,3,"Mar",2019,23,"Saturday"
"66597",40350,"UIC-Halsted","03/24/2019","U",1375,2019-03-24,3,"Mar",2019,24,"Sunday"
"66598",40350,"UIC-Halsted","03/25/2019","W",3142,2019-03-25,3,"Mar",2019,25,"Monday"
"66599",40350,"UIC-Halsted","03/26/2019","W",3268,2019-03-26,3,"Mar",2019,26,"Tuesday"
"66600",40350,"UIC-Halsted","03/27/2019","W",3399,2019-03-27,3,"Mar",2019,27,"Wednesday"
"66601",40350,"UIC-Halsted","03/28/2019","W",3257,2019-03-28,3,"Mar",2019,28,"Thursday"
"66602",40350,"UIC-Halsted","03/29/2019","W",3107,2019-03-29,3,"Mar",2019,29,"Friday"
"66603",40350,"UIC-Halsted","03/30/2019","A",1561,2019-03-30,3,"Mar",2019,30,"Saturday"
"66604",40350,"UIC-Halsted","03/31/2019","U",1153,2019-03-31,3,"Mar",2019,31,"Sunday"
"71038",40350,"UIC-Halsted","04/01/2019","W",6754,2019-04-01,4,"Apr",2019,1,"Monday"
"71039",40350,"UIC-Halsted","04/02/2019","W",6852,2019-04-02,4,"Apr",2019,2,"Tuesday"
"71040",40350,"UIC-Halsted","04/03/2019","W",7407,2019-04-03,4,"Apr",2019,3,"Wednesday"
"71041",40350,"UIC-Halsted","04/04/2019","W",6782,2019-04-04,4,"Apr",2019,4,"Thursday"
"71042",40350,"UIC-Halsted","04/05/2019","W",6401,2019-04-05,4,"Apr",2019,5,"Friday"
"71043",40350,"UIC-Halsted","04/06/2019","A",2305,2019-04-06,4,"Apr",2019,6,"Saturday"
"71044",40350,"UIC-Halsted","04/07/2019","U",1488,2019-04-07,4,"Apr",2019,7,"Sunday"
"71045",40350,"UIC-Halsted","04/08/2019","W",7444,2019-04-08,4,"Apr",2019,8,"Monday"
"71046",40350,"UIC-Halsted","04/09/2019","W",7592,2019-04-09,4,"Apr",2019,9,"Tuesday"
"71047",40350,"UIC-Halsted","04/10/2019","W",7441,2019-04-10,4,"Apr",2019,10,"Wednesday"
"71048",40350,"UIC-Halsted","04/11/2019","W",7394,2019-04-11,4,"Apr",2019,11,"Thursday"
"71049",40350,"UIC-Halsted","04/12/2019","W",7185,2019-04-12,4,"Apr",2019,12,"Friday"
"71050",40350,"UIC-Halsted","04/13/2019","A",2252,2019-04-13,4,"Apr",2019,13,"Saturday"
"71051",40350,"UIC-Halsted","04/14/2019","U",982,2019-04-14,4,"Apr",2019,14,"Sunday"
"71052",40350,"UIC-Halsted","04/15/2019","W",7150,2019-04-15,4,"Apr",2019,15,"Monday"
"71053",40350,"UIC-Halsted","04/16/2019","W",7281,2019-04-16,4,"Apr",2019,16,"Tuesday"
"71054",40350,"UIC-Halsted","04/17/2019","W",7569,2019-04-17,4,"Apr",2019,17,"Wednesday"
"71055",40350,"UIC-Halsted","04/18/2019","W",7021,2019-04-18,4,"Apr",2019,18,"Thursday"
"71056",40350,"UIC-Halsted","04/19/2019","W",6457,2019-04-19,4,"Apr",2019,19,"Friday"
"71057",40350,"UIC-Halsted","04/20/2019","A",1834,2019-04-20,4,"Apr",2019,20,"Saturday"
"71058",40350,"UIC-Halsted","04/21/2019","U",1367,2019-04-21,4,"Apr",2019,21,"Sunday"
